Measure;ethnicity;0;geography;Geography type;gender;age;value;sample size
active;Chinese;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;68.7;81
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16+;60.4;1349
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16+;57.8102354;1221
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16+;56.1;1057
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16+;56.3;1061
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16+;64.4;891
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16+;61;983
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16+;56.7;1034
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16-24;64.9;159
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16-24;66.6885087;180
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16-24;59.5;152
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16-24;64.4;147
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16-24;75.2;141
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16-24;71.8;145
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16-24;56.2;132
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16-74;65;779
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16-74;58.3773849;654
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16-74;61.7;578
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16-74;64.3;591
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16-74;66.9;509
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16-74;64.1;569
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16-74;58.5;598
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16-74;53.1;220
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16-74;55.9430249;171
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16-74;49.9;188
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16-74;41;185
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16-74;49.7;140
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16-74;54.4;133
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16-74;62.2;168
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16-74;50.6;118
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16-74;49.0299771;113
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16-74;41.9;77
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16-74;45.4;72
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16-74;52.8;63
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16-74;38.7;65
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16-74;45.4;79
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16-74;?;?
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16-74;?;?
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16-74;?;24
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16-74;?;33
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16-74;?;?
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16-74;?;?
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;16-74;62.7;176
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;16-74;61.3127703;220
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;16-74;59.6;172
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;16-74;62.7;160
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;16-74;75;141
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;16-74;69;161
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;16-74;55.1;153
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;25-34;60.9;318
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;25-34;53.9781396;304
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;25-34;58.5;272
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;25-34;62.7;290
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;25-34;66.9;231
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;25-34;64.9;262
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;25-34;61.5;248
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;35-44;58.1;370
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;35-44;52.4782056;269
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;35-44;53.5;268
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;35-44;49.4;287
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;35-44;51.8;221
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;35-44;46.7;230
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;35-44;61.4;276
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;45-54;61.9;234
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;45-54;55.3183019;205
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;45-54;49.4;176
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;45-54;45.3;148
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;45-54;68.3;114
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;45-54;58.4;146
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;45-54;51.7;148
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;55-64;58.7;156
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;55-64;59.2817033;148
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;55-64;46.3;117
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;55-64;41.7;107
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;55-64;57.2;115
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;55-64;49.7;107
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;55-64;41.5;127
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;65-74;54.3;83
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;65-74;58.1115286;77
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;65-74;?;54
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;65-74;?;55
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;65-74;?;?
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;65-74;60;59
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;65-74;51.6;79
active;Chinese;Nov 2021 to Nov 2022;England;Country;All;75+;?;?
active;Chinese;Nov 2020 to Nov 2021;England;Country;All;75+;?;?
active;Chinese;Nov 2015 to Nov 2016;England;Country;All;75+;?;14
active;Chinese;Nov 2016 to Nov 2017;England;Country;All;75+;?;20
active;Chinese;Nov 2017 to Nov 2018;England;Country;All;75+;?;?
active;Chinese;Nov 2018 to Nov 2019;England;Country;All;75+;?;?
active;Chinese;Nov 2019 to Nov 2020;England;Country;All;75+;?;?
active;Chinese;Nov 2021 to Nov 2022;England;Country;Female;16+;57.8;776
active;Chinese;Nov 2020 to Nov 2021;England;Country;Female;16+;55.9464384;734
active;Chinese;Nov 2015 to Nov 2016;England;Country;Female;16+;54.1;617
active;Chinese;Nov 2016 to Nov 2017;England;Country;Female;16+;53.7;640
active;Chinese;Nov 2017 to Nov 2018;England;Country;Female;16+;63.7;559
active;Chinese;Nov 2018 to Nov 2019;England;Country;Female;16+;57.4;591
active;Chinese;Nov 2019 to Nov 2020;England;Country;Female;16+;53.9;637
active;Chinese;Nov 2021 to Nov 2022;England;Country;Male;16+;63.1;565
active;Chinese;Nov 2020 to Nov 2021;England;Country;Male;16+;60.2700089;482
active;Chinese;Nov 2015 to Nov 2016;England;Country;Male;16+;58.2;437
active;Chinese;Nov 2016 to Nov 2017;England;Country;Male;16+;58.9;420
active;Chinese;Nov 2017 to Nov 2018;England;Country;Male;16+;65.5;329
active;Chinese;Nov 2018 to Nov 2019;England;Country;Male;16+;65.1;389
active;Chinese;Nov 2019 to Nov 2020;England;Country;Male;16+;60.1;389
active;Chinese;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
active;Chinese;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
active;Chinese;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
active;Chinese;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
active;Chinese;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
active;Chinese;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
active;Chinese;Nov 2021 to Nov 2022;England;Country;Other gender;16+;?;?
active;Chinese;Nov 2021 to Nov 2022;London;Region;All;16+;61.7;362
active;Chinese;Nov 2020 to Nov 2021;London;Region;All;16+;59.9942606;336
active;Chinese;Nov 2015 to Nov 2016;London;Region;All;16+;61.1;319
active;Chinese;Nov 2016 to Nov 2017;London;Region;All;16+;55.2;346
active;Chinese;Nov 2017 to Nov 2018;London;Region;All;16+;66.1;285
active;Chinese;Nov 2018 to Nov 2019;London;Region;All;16+;65.7;265
active;Chinese;Nov 2019 to Nov 2020;London;Region;All;16+;65.3;314
active;Chinese;Nov 2021 to Nov 2022;North East;Region;All;16+;?;?
active;Chinese;Nov 2020 to Nov 2021;North East;Region;All;16+;?;?
active;Chinese;Nov 2015 to Nov 2016;North East;Region;All;16+;?;49
active;Chinese;Nov 2016 to Nov 2017;North East;Region;All;16+;?;47
active;Chinese;Nov 2017 to Nov 2018;North East;Region;All;16+;?;?
active;Chinese;Nov 2018 to Nov 2019;North East;Region;All;16+;?;?
active;Chinese;Nov 2019 to Nov 2020;North East;Region;All;16+;?;?
active;Chinese;Nov 2021 to Nov 2022;North West;Region;All;16+;67.4;209
active;Chinese;Nov 2020 to Nov 2021;North West;Region;All;16+;42.9575344;169
active;Chinese;Nov 2015 to Nov 2016;North West;Region;All;16+;44;153
active;Chinese;Nov 2016 to Nov 2017;North West;Region;All;16+;55.8;134
active;Chinese;Nov 2017 to Nov 2018;North West;Region;All;16+;69.7;108
active;Chinese;Nov 2018 to Nov 2019;North West;Region;All;16+;50.4;124
active;Chinese;Nov 2019 to Nov 2020;North West;Region;All;16+;45.4;170
active;Chinese;Nov 2021 to Nov 2022;South East;Region;All;16+;56.4;249
active;Chinese;Nov 2020 to Nov 2021;South East;Region;All;16+;63.2825627;170
active;Chinese;Nov 2015 to Nov 2016;South East;Region;All;16+;59.4;176
active;Chinese;Nov 2016 to Nov 2017;South East;Region;All;16+;56.7;172
active;Chinese;Nov 2017 to Nov 2018;South East;Region;All;16+;59.6;145
active;Chinese;Nov 2018 to Nov 2019;South East;Region;All;16+;56.5;148
active;Chinese;Nov 2019 to Nov 2020;South East;Region;All;16+;47.1;156
active;Chinese;Nov 2021 to Nov 2022;South West;Region;All;16+;55.5;64
active;Chinese;Nov 2020 to Nov 2021;South West;Region;All;16+;73.5086605;79
active;Chinese;Nov 2015 to Nov 2016;South West;Region;All;16+;62.7;61
active;Chinese;Nov 2016 to Nov 2017;South West;Region;All;16+;63.1;54
active;Chinese;Nov 2017 to Nov 2018;South West;Region;All;16+;55.1;58
active;Chinese;Nov 2018 to Nov 2019;South West;Region;All;16+;72.9;63
active;Chinese;Nov 2019 to Nov 2020;South West;Region;All;16+;46.8;58
active;Chinese;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;59.3;100
active;Chinese;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;50.9397831;86
active;Chinese;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;60.4;63
active;Chinese;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;45.8;70
active;Chinese;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;72.6;56
active;Chinese;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;57.1;72
active;Chinese;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;?;?
active;Chinese;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;59.2235178;66
active;Chinese;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;?;35
active;Chinese;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;?;47
active;Chinese;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;?;?
active;Chinese;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;42;61
active;Chinese;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;?;?
active;Chinese;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;58.9;76
active;Black;Nov 2021 to Nov 2022;East;Region;All;16+;60.8;364
active;Black;Nov 2020 to Nov 2021;East;Region;All;16+;54.6690909;287
active;Black;Nov 2015 to Nov 2016;East;Region;All;16+;55.9;299
active;Black;Nov 2016 to Nov 2017;East;Region;All;16+;65.2;352
active;Black;Nov 2017 to Nov 2018;East;Region;All;16+;60.1;257
active;Black;Nov 2018 to Nov 2019;East;Region;All;16+;65.3;277
active;Black;Nov 2019 to Nov 2020;East;Region;All;16+;51.7;316
active;Black;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;59.8;306
active;Black;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;56.3136057;238
active;Black;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;63.7;205
active;Black;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;54.5;261
active;Black;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;49.9;219
active;Black;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;45.3;230
active;Black;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;48.3;252
active;Black;Nov 2021 to Nov 2022;England;Country;All;16+;56.1;3159
active;Black;Nov 2020 to Nov 2021;England;Country;All;16+;55.1469055;2792
active;Black;Nov 2015 to Nov 2016;England;Country;All;16+;56.6;2910
active;Black;Nov 2016 to Nov 2017;England;Country;All;16+;55.4;2996
active;Black;Nov 2017 to Nov 2018;England;Country;All;16+;56.6;2494
active;Black;Nov 2018 to Nov 2019;England;Country;All;16+;57.7;2524
active;Black;Nov 2019 to Nov 2020;England;Country;All;16+;53.3;2664
active;Black;Nov 2021 to Nov 2022;England;Country;All;16-24;66.1;402
active;Black;Nov 2020 to Nov 2021;England;Country;All;16-24;63.5632034;387
active;Black;Nov 2015 to Nov 2016;England;Country;All;16-24;69.6;388
active;Black;Nov 2016 to Nov 2017;England;Country;All;16-24;62.9;404
active;Black;Nov 2017 to Nov 2018;England;Country;All;16-24;69.6;323
active;Black;Nov 2018 to Nov 2019;England;Country;All;16-24;64.9;340
active;Black;Nov 2019 to Nov 2020;England;Country;All;16-24;55.9;392
active;Black;Nov 2021 to Nov 2022;England;Country;All;16-74;60.3;1550
active;Black;Nov 2020 to Nov 2021;England;Country;All;16-74;62.3041668;1288
active;Black;Nov 2015 to Nov 2016;England;Country;All;16-74;63.1;1222
active;Black;Nov 2016 to Nov 2017;England;Country;All;16-74;61.1;1366
active;Black;Nov 2017 to Nov 2018;England;Country;All;16-74;64.2;1144
active;Black;Nov 2018 to Nov 2019;England;Country;All;16-74;60.9;1155
active;Black;Nov 2019 to Nov 2020;England;Country;All;16-74;58.8;1245
active;Black;Nov 2021 to Nov 2022;England;Country;All;16-74;54.2;532
active;Black;Nov 2020 to Nov 2021;England;Country;All;16-74;51.0434726;460
active;Black;Nov 2015 to Nov 2016;England;Country;All;16-74;55.5;579
active;Black;Nov 2016 to Nov 2017;England;Country;All;16-74;50.4;572
active;Black;Nov 2017 to Nov 2018;England;Country;All;16-74;55;459
active;Black;Nov 2018 to Nov 2019;England;Country;All;16-74;59.4;473
active;Black;Nov 2019 to Nov 2020;England;Country;All;16-74;47.2;477
active;Black;Nov 2021 to Nov 2022;England;Country;All;16-74;51.3;299
active;Black;Nov 2020 to Nov 2021;England;Country;All;16-74;45.8712874;301
active;Black;Nov 2015 to Nov 2016;England;Country;All;16-74;52.2;301
active;Black;Nov 2016 to Nov 2017;England;Country;All;16-74;53.1;310
active;Black;Nov 2017 to Nov 2018;England;Country;All;16-74;49.9;293
active;Black;Nov 2018 to Nov 2019;England;Country;All;16-74;56.3;258
active;Black;Nov 2019 to Nov 2020;England;Country;All;16-74;56.8;273
active;Black;Nov 2021 to Nov 2022;England;Country;All;16-74;45.7;174
active;Black;Nov 2020 to Nov 2021;England;Country;All;16-74;44.4196138;188
active;Black;Nov 2015 to Nov 2016;England;Country;All;16-74;47.5;162
active;Black;Nov 2016 to Nov 2017;England;Country;All;16-74;49.9;169
active;Black;Nov 2017 to Nov 2018;England;Country;All;16-74;40;139
active;Black;Nov 2018 to Nov 2019;England;Country;All;16-74;43.2;139
active;Black;Nov 2019 to Nov 2020;England;Country;All;16-74;42.3;123
active;Black;Nov 2021 to Nov 2022;England;Country;All;16-74;59;513
active;Black;Nov 2020 to Nov 2021;England;Country;All;16-74;61.5135921;472
active;Black;Nov 2015 to Nov 2016;England;Country;All;16-74;63;476
active;Black;Nov 2016 to Nov 2017;England;Country;All;16-74;60;474
active;Black;Nov 2017 to Nov 2018;England;Country;All;16-74;63.5;371
active;Black;Nov 2018 to Nov 2019;England;Country;All;16-74;62.2;393
active;Black;Nov 2019 to Nov 2020;England;Country;All;16-74;54.2;449
active;Black;Nov 2021 to Nov 2022;England;Country;All;25-34;53.8;588
active;Black;Nov 2020 to Nov 2021;England;Country;All;25-34;58.0989863;463
active;Black;Nov 2015 to Nov 2016;England;Country;All;25-34;58;460
active;Black;Nov 2016 to Nov 2017;England;Country;All;25-34;62.3;456
active;Black;Nov 2017 to Nov 2018;England;Country;All;25-34;63.2;406
active;Black;Nov 2018 to Nov 2019;England;Country;All;25-34;54;408
active;Black;Nov 2019 to Nov 2020;England;Country;All;25-34;56.4;447
active;Black;Nov 2021 to Nov 2022;England;Country;All;35-44;53.5;737
active;Black;Nov 2020 to Nov 2021;England;Country;All;35-44;52.6450728;640
active;Black;Nov 2015 to Nov 2016;England;Country;All;35-44;58.5;663
active;Black;Nov 2016 to Nov 2017;England;Country;All;35-44;53.9;711
active;Black;Nov 2017 to Nov 2018;England;Country;All;35-44;57.7;587
active;Black;Nov 2018 to Nov 2019;England;Country;All;35-44;57.8;596
active;Black;Nov 2019 to Nov 2020;England;Country;All;35-44;55.7;621
active;Black;Nov 2021 to Nov 2022;England;Country;All;45-54;55.2;550
active;Black;Nov 2020 to Nov 2021;England;Country;All;45-54;50.7010185;561
active;Black;Nov 2015 to Nov 2016;England;Country;All;45-54;55.7;728
active;Black;Nov 2016 to Nov 2017;England;Country;All;45-54;53.4;702
active;Black;Nov 2017 to Nov 2018;England;Country;All;45-54;50.8;592
active;Black;Nov 2018 to Nov 2019;England;Country;All;45-54;63.7;550
active;Black;Nov 2019 to Nov 2020;England;Country;All;45-54;50;552
active;Black;Nov 2021 to Nov 2022;England;Country;All;55-64;54.6;566
active;Black;Nov 2020 to Nov 2021;England;Country;All;55-64;54.1382974;470
active;Black;Nov 2015 to Nov 2016;England;Country;All;55-64;42.8;380
active;Black;Nov 2016 to Nov 2017;England;Country;All;55-64;50.7;405
active;Black;Nov 2017 to Nov 2018;England;Country;All;55-64;46.4;342
active;Black;Nov 2018 to Nov 2019;England;Country;All;55-64;52.5;373
active;Black;Nov 2019 to Nov 2020;England;Country;All;55-64;54.1;391
active;Black;Nov 2021 to Nov 2022;England;Country;All;65-74;46.3;186
active;Black;Nov 2020 to Nov 2021;England;Country;All;65-74;56.1189395;167
active;Black;Nov 2015 to Nov 2016;England;Country;All;65-74;43.1;121
active;Black;Nov 2016 to Nov 2017;England;Country;All;65-74;51.2;154
active;Black;Nov 2017 to Nov 2018;England;Country;All;65-74;44.6;121
active;Black;Nov 2018 to Nov 2019;England;Country;All;65-74;44.1;146
active;Black;Nov 2019 to Nov 2020;England;Country;All;65-74;36;140
active;Black;Nov 2021 to Nov 2022;England;Country;All;75+;43.3;91
active;Black;Nov 2020 to Nov 2021;England;Country;All;75+;?;?
active;Black;Nov 2015 to Nov 2016;England;Country;All;75+;?;107
active;Black;Nov 2016 to Nov 2017;England;Country;All;75+;?;105
active;Black;Nov 2017 to Nov 2018;England;Country;All;75+;?;?
active;Black;Nov 2018 to Nov 2019;England;Country;All;75+;?;?
active;Black;Nov 2019 to Nov 2020;England;Country;All;75+;?;?
active;Black;Nov 2021 to Nov 2022;England;Country;Female;16+;50.7;1808
